"document_id","mention_id","table_id","relation","related_table_cells","exact","count","mention_table_id","mention"
29390,157907,277353,"same","4,",True,"3",250176,"64.5%"
29391,157910,277382,"same","4,",True,"3",250185,"10.5%"
29391,157912,277382,"same","32,",True,"3",250187,"50.8%"
29391,157911,277382,"same","11,",True,"3",250186,"9.3%"
29392,157915,277413,"same","10,",True,"3",250190,"38"
29392,157914,277413,"same","3,",True,"3",250189,"39"
29394,157921,277474,"same","18,",True,"3",250203,"11.9%"
29394,157922,277474,"same","25,",True,"3",250201,"19.2%"
29394,157920,277474,"same","11,",True,"3",250202,"35.9%"
29394,157918,277474,"same","4,",True,"3",250197,"78.3%"
29395,157925,277503,"same","25,",True,"3",250206,"10.7%"
29395,157924,277503,"same","18,",True,"3",250205,"13.9%"
29395,157923,277503,"same","11,",True,"3",250204,"28.2%"
29396,157929,277533,"same","17,",True,"3",250214,"15.4%"
29396,157928,277533,"same","3,",True,"3",250211,"33.8%"
29396,157927,277533,"same","10,",True,"3",250208,"49.6%"
29397,157931,277565,"same","2,",True,"3",250218,"$2,288"
29397,157930,277565,"same","9,",True,"3",250217,"$2,463"
29398,157933,277594,"same","11,",True,"3",250220,"2.5%"
29398,157934,277594,"same","18,",True,"3",250221,"26.0%"
29398,157932,277594,"same","4,",True,"3",250219,"26.8%"
29399,157936,277624,"same","10,",True,"3",250223,"5.4%"
29399,157935,277624,"same","3,",True,"3",250222,"94.6%"
29400,157938,277654,"same","11,",True,"3",250225,"2.4%"
29400,157939,277654,"same","18,",True,"3",250226,"2.5%"
29400,157940,277654,"same","25,",True,"3",250227,"2.5%"
29400,157937,277654,"same","4,",True,"3",250224,"92.6%"
29401,157945,277664,"same","4,",True,"3",250232,"2.8"
29401,157941,277684,"same","11,",True,"3",250228,"3.0%"
29401,157943,277684,"same","25,",True,"3",250230,"34.5%"
29401,157944,277684,"same","46,",True,"3",250231,"3.5"
29401,157942,277684,"same","18,",True,"3",250229,"6.1%"
29402,157948,277714,"same","18,",True,"3",250236,"21.5%"
29402,157946,277714,"same","4,",True,"3",250234,"27.5%"
29402,157947,277714,"same","11,",True,"3",250235,"49.0%"
29403,157951,277743,"same","17,",True,"3",250239,"1.2%"
29403,157950,277743,"same","10,",True,"3",250238,"17.1%"
29403,157949,277743,"same","3,",True,"3",250237,"81.7%"
29404,157955,277773,"same","10,",True,"3",250243,"15.0%"
29404,157954,277773,"same","3,",True,"3",250242,"17.0%"
29405,157958,277805,"same","24,",True,"3",250246,"19.6%"
29405,157956,277805,"same","10,",True,"3",250244,"27.0%"
29405,157957,277805,"same","17,",True,"3",250245,"46.5%"
29406,157963,277836,"same","17,",True,"3",250266,"38"
29406,157962,277836,"same","10,",True,"3",250262,"39"
29406,157961,277836,"same","18,",True,"3",250258,"49.4%"
29406,157960,277836,"same","11,",True,"3",250254,"50.6%"
29406,157959,277836,"same","2,",True,"3",250247,"77"
29406,157959,277836,"sum","10,17,",True,"2",250247,"77"
29408,157969,277897,"same","11,",True,"3",250273,"$2,700"
29408,157968,277897,"same","4,",True,"3",250272,"$320"
29508,158504,278266,"same","18,",True,"2",251345,"34.2 percent"
29508,158505,278266,"same","19,",True,"2",251346,"37.0 percent"
29508,158507,278266,"same","21,",True,"2",251348,"41.9 percent"
29508,158511,278266,"same","24,",True,"3",251343,"46.4 percent"
29508,158508,278266,"same","22,",True,"2",251349,"48.6 percent"
29508,158510,278266,"same","25,",True,"3",251342,"54.8 percent"
29510,158520,278270,"same","4,",True,"3",251358,"$10,000"
29510,158521,278270,"same","7,",True,"3",251359,"$30,000"
29526,158644,278330,"same","28,",True,"3",251505,"$0"
29526,158646,278330,"same","36,",True,"3",251507,"$15,210"
29526,158645,278330,"same","32,",True,"3",251506,"$180,984"
29526,158643,278330,"same","24,",True,"3",251504,"$31,593"
29528,158650,278335,"same","41,",True,"3",251510,"$103,776"
29528,158651,278335,"same","45,",True,"3",251511,"$1,493,342"
29528,158653,278335,"same","53,",True,"3",251513,"$1,493,342"
29528,158652,278335,"same","49,",True,"3",251512,"$405,479"
29529,158655,278340,"same","38,",True,"2",251514,"$1,015,944"
29529,158654,278340,"same","29,",True,"3",251516,"$984,056"
29529,158656,278340,"same","42,",True,"3",251515,"$996,414"
29535,158676,278361,"same","41,",True,"3",251540,"$103,776"
29535,158677,278361,"same","45,",True,"3",251541,"$1,493,342"
29535,158679,278361,"same","53,",True,"3",251543,"$1,493,342"
29535,158678,278361,"same","49,",True,"3",251542,"$405,479"
29537,158689,278369,"same","223,",True,"2",251557,"$798,420"
29658,159429,279250,"same","8,",True,"3",252755,"7.0"
29658,159428,279250,"same","7,",True,"3",252754,"8.4"
29659,159430,279252,"same","11,",True,"3",252758,"3.5"
29659,159434,279252,"same","11,",True,"2",252761,"3.5"
29660,159437,279254,"same","23,",True,"3",252770,"15.9"
29660,159435,279254,"same","23,",False,"3",252768,"16"
29660,159436,279254,"same","7,",True,"3",252769,"8.4"
29661,159438,279256,"same","27,",False,"3",252774,"13"
29661,159439,279256,"same","27,",False,"3",252775,"13"
29661,159440,279256,"same","28,",True,"2",252776,"15"
29662,159444,279258,"same","31,",False,"3",252787,"30"
29663,159447,279261,"same","9,",False,"2",252791,"100 companies per state"
29663,159446,279261,"same","7,",False,"3",252790,"1,300"
29664,159451,279263,"same","13,",False,"3",252798,"1,900"
29664,159449,279263,"same","11,",False,"3",252796,"25,000"
29664,159450,279263,"same","12,",True,"2",252797,"344"
29669,159474,279280,"same","24,",False,"3",252824,"$1,600,000,000"
29669,159473,279280,"same","23,",False,"3",252823,"$36,000,000,000"
29669,159476,279280,"same","22,",False,"3",252826,"58,000,000"
29669,159475,279280,"same","25,",False,"3",252825,"$6,700,000,000"
29671,159490,279291,"same","19,",True,"3",252838,"$322"
29671,159492,279291,"same","21,",True,"2",252843,"$323"
29671,159489,279291,"same","17,",True,"3",252837,"$402"
29671,159488,279291,"same","11,",True,"2",252836,"$724"
29671,159488,279291,"sum","17,19,",True,"2",252836,"$724"
29671,159485,279291,"same","11,",True,"2",252842,"$724"
29752,160138,280275,"same","42,",True,"3",254110,"$0.45"
29752,160139,280275,"same","42,",True,"3",254111,"$0.45"
29752,160140,280275,"rat","42,43,",False,"2",254112,"32.4%"
29752,160140,280275,"same","44,",True,"3",254112,"32.4%"
29752,160141,280275,"rat","42,43,",False,"2",254113,"32.4%"
29752,160141,280275,"same","44,",True,"2",254113,"32.4%"
29753,160147,280276,"rat","18,19,",False,"2",254125,"13.3%"
29753,160147,280276,"same","20,",True,"2",254125,"13.3%"
29753,160144,280276,"same","8,",True,"2",254120,"15.2%"
29753,160146,280276,"same","19,",True,"3",254124,"$212.1 million"
29753,160145,280276,"same","18,",True,"3",254123,"$240.4 million"
29753,160143,280276,"same","7,",True,"3",254117,"$244.2 million"
29753,160142,280276,"same","6,",True,"3",254114,"$281.3 million"
29754,160151,280279,"same","43,",True,"3",254129,"$0.34"
29754,160149,280279,"same","42,",True,"3",254127,"$0.45"
29754,160150,280279,"same","39,",True,"3",254128,"$22.2 million"
29754,160148,280279,"same","38,",True,"3",254126,"$28.9 million"
29754,160152,280279,"rat","38,39,",False,"2",254130,"30.2%"
29906,161037,280975,"same","15,",True,"3",255151,"16"
29906,161036,280975,"same","12,",True,"3",255150,"37"
29948,161251,281068,"same","3,",True,"2",255412,".160"
29948,161253,281068,"same","6,",True,"3",255410,"3.5"
29948,161252,281068,"same","9,",True,"3",255409,"68"
30024,161654,281285,"same","23,",True,"3",255875,"10%"
30024,161653,281285,"same","21,",True,"3",255874,"11%"
30030,161668,281361,"same","74,",False,"2",255892,"$10.7 million"
30030,161667,281361,"same","26,",False,"2",255891,"$19.1"
30030,161666,281361,"same","14,",False,"2",255890,"$51.2"
30030,161671,281361,"same","77,",False,"2",255895,"$6.2 million"
30030,161670,281361,"same","29,",False,"2",255894,"$9.9"
30031,161674,281376,"rat","14,17,",False,"3",255900,"29%"
30031,161673,281376,"same","17,",False,"3",255898,"$39.4 million"
30031,161672,281376,"same","14,",False,"3",255896,"$51.2 million"
30032,161677,281393,"same","18,",False,"3",255903,"$11.5 million"
30032,161678,281393,"rat","16,18,",False,"2",255904,"118%"
30032,161678,281393,"same","21,",True,"2",255904,"118%"
30032,161676,281393,"same","16,",False,"3",255902,"$25.0 million"
30033,161683,281408,"same","26,",False,"3",255909,"$12.3 million"
30033,161682,281408,"same","24,",False,"3",255908,"$13.0 million"
30033,161684,281408,"percentage","26,28,",False,"2",255910,"5%"
30033,161684,281408,"rat","24,26,",False,"2",255910,"5%"
30034,161685,281423,"same","32,",False,"3",255911,"$13.2 million"
30034,161686,281423,"same","34,",False,"3",255912,"$17.8 million"
30034,161687,281423,"percentage","34,36,",False,"2",255913,"26%"
30034,161687,281423,"rat","32,34,",False,"3",255913,"26%"
30036,161691,281445,"same","33,",True,"3",255917,"8.57%"
30036,161692,281445,"same","36,",True,"3",255918,"9.22%"
30038,161696,281476,"rat","16,18,",False,"2",255922,"118%"
30038,161696,281476,"same","21,",False,"2",255922,"118%"
30038,161698,281476,"same","37,",True,"2",255924,"26%"
30038,161697,281476,"percentage","26,28,",False,"2",255923,"5%"
30038,161697,281476,"rat","24,26,",False,"2",255923,"5%"
30039,161699,281489,"same","14,",False,"3",255925,"$13.4 million"
30039,161703,281493,"dif","32,34,",False,"2",255945,"$4.6 million"
30039,161703,281493,"same","36,",False,"2",255945,"$4.6 million"
30039,161700,281493,"same","18,",False,"3",255932,"$8.5 million"
30136,162254,281706,"same","14,",True,"2",256530,"10"
30136,162253,281706,"same","9,",True,"3",256529,"13"
30327,163385,282138,"same","19,",True,"3",257957,"0.2%"
30327,163382,282138,"same","8,",True,"3",257958,"48.2%"
30327,163383,282138,"same","13,",True,"3",257959,"51.8%"
30327,163384,282138,"same","2,",True,"3",257960,"94,244"
30327,163384,282138,"sum","7,12,",True,"2",257960,"94,244"
30328,163387,282145,"sum","3,8,",True,"3",257962,"16,178"
30328,163388,282145,"sum","23,28,",True,"3",257963,"21,707"
30329,163392,282153,"same","12,",True,"3",257967,"1,500"
30329,163391,282153,"same","7,",True,"3",257966,"33,579"
30329,163390,282153,"same","2,",True,"3",257965,"79,216"
30330,163396,282159,"same","19,",True,"3",257971,"33.7%"
30330,163393,282159,"same","4,",True,"3",257968,"50.7%"
30330,163395,282159,"same","14,",True,"3",257970,"6.7%"
30330,163394,282159,"same","9,",True,"3",257969,"8.9%"
30331,163402,282165,"same","14,",True,"3",257977,"2.5%"
30331,163404,282165,"same","23,",True,"3",257979,"26,301"
30331,163401,282165,"same","9,",True,"3",257976,"28.1%"
30331,163403,282165,"same","19,",True,"3",257978,"4.5%"
30331,163398,282165,"same","28,",True,"3",257973,"48,943"
30331,163398,282165,"sum","3,8,13,18,",True,"2",257973,"48,943"
30331,163400,282165,"same","4,",True,"3",257975,"64.8%"
30332,163407,282168,"same","13,",True,"3",257982,"13.2%"
30332,163409,282168,"same","22,",True,"3",257984,"24,714"
30332,163409,282168,"sum","2,7,12,17,",True,"2",257984,"24,714"
30332,163408,282168,"same","18,",True,"3",257983,"2.8%"
30332,163405,282168,"same","3,",True,"3",257980,"34.9%"
30332,163406,282168,"same","8,",True,"3",257981,"49.1%"
30333,163413,282170,"same","19,",True,"3",257988,"0.5%"
30333,163411,282170,"same","9,",True,"3",257986,"13.0%"
30333,163412,282170,"same","14,",True,"3",257987,"29.5%"
30333,163410,282170,"same","4,",True,"3",257985,"56.2%"
30334,163415,282175,"same","9,",True,"3",257990,"20.2%"
30334,163416,282175,"same","14,",True,"3",257991,"31.2%"
30334,163414,282175,"same","4,",True,"3",257989,"41.7%"
30335,163418,282182,"same","9,",True,"3",257993,"11.6%"
30335,163419,282182,"same","14,",True,"3",257994,"25.4%"
30335,163417,282182,"same","4,",True,"3",257992,"61.9%"
30336,163421,282190,"same","9,",True,"3",257996,"25.3%"
30336,163422,282190,"same","14,",True,"3",257997,"4.8%"
30336,163420,282190,"same","4,",True,"3",257995,"65.8%"
30391,163703,282885,"dif","2,10,",True,"2",258321,"188"
30391,163703,282885,"same","6,",True,"2",258321,"188"
30391,163702,282885,"dif","6,10,",True,"2",258320,"305"
30391,163702,282885,"same","2,",True,"2",258320,"305"
30391,163701,282885,"same","10,",True,"2",258319,"493"
30391,163701,282885,"sum","2,6,",True,"2",258319,"493"
30391,163705,282885,"same","11,",True,"2",258323,"603"
30391,163705,282885,"sum","3,7,",True,"2",258323,"603"
30391,163704,282885,"percentage","10,11,",False,"2",258322,"82 percent"
30391,163704,282885,"same","12,",False,"2",258322,"82 percent"
30393,163710,282890,"same","12,",True,"3",258331,"39"
30393,163711,282890,"same","15,",True,"3",258332,"50"
30393,163712,282890,"same","18,",True,"3",258333,"69"
30395,163719,282897,"same","6,",True,"2",258339,"14"
30395,163720,282897,"same","3,",True,"2",258340,"40"
30396,163725,282905,"same","5,",True,"3",258343,"12 percent"
30396,163726,282905,"same","10,",True,"3",258344,"21 percent"
30396,163721,282905,"same","3,",True,"3",258341,"27"
30396,163722,282905,"same","8,",True,"3",258342,"43"
30457,164191,283226,"same","9,",True,"3",258916,"10%"
30457,164192,283226,"same","8,",True,"3",258918,"20%"
30672,165225,283740,"same","18,",True,"3",260130,"18"
30672,165223,283740,"same","11,",True,"2",260128,"24-of-31"
30672,165220,283740,"same","5,",True,"3",260132,"32"
30672,165221,283740,"same","6,",True,"3",260133,"33"
30687,165323,283771,"same","7,",True,"3",260221,"$4.50"
30687,165324,283771,"same","11,",True,"2",260222,"$5.00"
30689,165333,283781,"same","40,",True,"3",260231,"108.0"
30689,165333,283781,"sum","34,36,38,",True,"2",260231,"108.0"
30689,165335,283781,"same","85,",True,"2",260233,"1.1 million"
30689,165335,283781,"sum","79,81,83,",True,"2",260233,"1.1 million"
30689,165331,283781,"avg","43,45,47,",False,"2",260229,"$3.92"
30689,165331,283781,"same","49,",True,"2",260229,"$3.92"
30689,165332,283781,"same","58,",True,"3",260230,"$4.15"
30689,165334,283781,"same","94,",True,"2",260232,"$93.19"
30733,165538,284082,"same","9,",True,"2",260511,"23%"
30733,165534,284082,"same","13,",True,"2",260506,"30%"
30733,165537,284082,"same","5,",True,"2",260509,"38%"
30734,165540,284087,"same","4,",True,"3",260523,"1.5"
30734,165539,284087,"sum","2,5,",False,"2",260513,"75%"
30738,165570,284100,"same","18,",False,"3",260568,"10%"
30738,165568,284100,"same","13,",True,"3",260566,"23%"
30738,165564,284102,"same","13,",True,"3",260559,"30%"
30738,165567,284100,"same","7,",True,"3",260565,"38%"
30738,165569,284100,"same","14,",True,"3",260567,"44%"
30739,165575,284105,"same","12,",True,"3",260579,"28%"
30739,165574,284105,"same","11,",True,"3",260578,"29%"
30739,165573,284105,"same","10,",True,"3",260577,"33%"
30799,165880,284470,"same","20,",True,"4",261022,"11.3%"
30799,165880,284470,"sum","5,10,15,",True,"2",261022,"11.3%"
30801,165885,284475,"same","14,",True,"3",261033,"1,487"
30801,165884,284475,"same","17,",True,"3",261032,"1,735"
30801,165884,284475,"sum","2,5,8,11,14,",True,"2",261032,"1,735"
30801,165887,284478,"same","9,",True,"3",261046,"34.6"
30801,165889,284475,"same","18,",False,"2",261031,"61,313"
30801,165889,284475,"same","18,",True,"3",261031,"61,313"
30848,166070,284708,"same","6,",True,"3",261276,"20 percent"
30848,166071,284708,"same","14,",True,"3",261278,"25 percent"
30848,166072,284708,"same","8,",True,"3",261280,"32 percent"
30848,166075,284708,"same","15,",True,"3",261286,"34 percent"
30848,166073,284708,"same","16,",True,"3",261282,"41 percent"
30848,166074,284708,"same","7,",True,"3",261284,"48 percent"
30856,166130,284737,"same","9,",True,"3",261380,"$0.00"
30856,166126,284737,"same","6,",True,"3",261374,"$0.03"
30856,166124,284737,"same","5,",True,"3",261372,"$0.10"
30856,166128,284737,"same","8,",True,"3",261378,"$0.11"
30856,166121,284737,"same","2,",True,"3",261375,"$83.1 million"
30856,166122,284737,"same","3,",True,"3",261376,"$84.3 million"
30896,166287,286847,"same","19,",True,"3",261665,"1.6%"
30896,166286,286847,"same","2,",True,"3",261668,"36,953"
30896,166286,286847,"sum","7,12,",True,"2",261668,"36,953"
30896,166285,286847,"same","13,",True,"2",261667,"49.8%"
30896,166284,286847,"same","8,",True,"2",261666,"50.2%"
30897,166290,286854,"sum","23,28,",True,"3",261671,"6,086"
30897,166289,286854,"sum","3,8,",True,"2",261670,"9,514"
30898,166294,286862,"same","12,",True,"3",261675,"170"
30898,166292,286862,"same","2,",True,"3",261673,"33,502"
30898,166293,286862,"same","7,",True,"3",261674,"4,989"
30899,166298,286868,"same","19,",True,"3",261679,"27.9%"
30899,166297,286868,"same","14,",True,"3",261678,"4.2%"
30899,166295,286868,"same","4,",True,"3",261676,"58.9%"
30899,166296,286868,"same","9,",True,"3",261677,"9.0%"
30900,166300,286874,"same","28,",True,"3",261681,"17,925"
30900,166300,286874,"sum","3,8,13,18,",True,"2",261681,"17,925"
30900,166303,286874,"same","9,",True,"3",261684,"29.8%"
30900,166304,286874,"same","14,",True,"3",261685,"3.2%"
30900,166305,286874,"same","19,",True,"3",261686,"5.0%"
30900,166302,286874,"same","4,",True,"3",261683,"62.0%"
30900,166306,286874,"same","23,",True,"3",261687,"8,544"
30901,166310,286876,"same","18,",True,"3",261691,"0.7%"
30901,166311,286876,"same","22,",True,"3",261692,"10,047"
30901,166311,286876,"sum","2,7,12,17,",True,"2",261692,"10,047"
30901,166309,286876,"same","13,",True,"3",261690,"11.8%"
30901,166307,286876,"same","3,",True,"3",261688,"31.1%"
30901,166308,286876,"same","8,",True,"3",261689,"56.4%"
30902,166315,286878,"same","19,",True,"3",261696,"1.2%"
30902,166314,286878,"same","14,",True,"3",261695,"1.5%"
30902,166313,286878,"same","9,",True,"3",261694,"2.0%"
30902,166312,286878,"same","4,",True,"3",261693,"94.7%"
30903,166318,286883,"same","14,",True,"2",261699,"13.7%"
30903,166317,286883,"same","9,",True,"3",261698,"39.2%"
30903,166316,286883,"same","4,",True,"3",261697,"39.4%"
30904,166321,286889,"same","14,",True,"3",261702,"41.7%"
30904,166319,286889,"same","4,",True,"3",261700,"49.5%"
30904,166320,286889,"same","9,",True,"3",261701,"7.7%"
30905,166323,286897,"same","9,",True,"3",261704,"14.3%"
30905,166324,286897,"same","14,",True,"3",261705,"1.6%"
30905,166322,286897,"same","4,",True,"3",261703,"80.9%"
30979,166711,287565,"sum","14,18,",False,"2",262388,"21 percent"
30979,166705,287565,"sum","5,9,",False,"2",262382,"25 percent"
30979,166704,287565,"sum","4,8,",False,"2",262381,"32 percent"
30979,166703,287565,"sum","3,7,",True,"2",262380,"42 percent"
31099,167344,288663,"same","28,",True,"2",263198,"$15,000"
31106,167378,288684,"same","27,",True,"3",263247,"$30,000"
31106,167378,288684,"sum","7,11,15,19,",True,"2",263247,"$30,000"
31106,167380,288684,"same","26,",True,"3",263253,"$60,000"
31106,167380,288684,"sum","6,10,14,18,22,",True,"2",263253,"$60,000"
31107,167384,288687,"same","28,",True,"3",263265,"$15,000"
31107,167384,288687,"sum","8,12,20,",True,"2",263265,"$15,000"
31107,167383,288687,"same","27,",True,"3",263262,"$30,000"
31107,167383,288687,"sum","7,11,15,19,",True,"2",263262,"$30,000"
31107,167382,288687,"same","26,",True,"3",263259,"$60,000"
31107,167382,288687,"sum","6,10,14,18,22,",True,"2",263259,"$60,000"
31108,167388,288690,"same","11,",True,"3",263277,"$15,000"
31109,167394,288693,"same","28,",True,"3",263289,"$15,000"
31109,167394,288693,"sum","8,12,20,",True,"2",263289,"$15,000"
31109,167392,288693,"same","4,",True,"2",263285,"25%"
31111,167406,288701,"same","28,",True,"3",263304,"$15,000"
31111,167404,288701,"same","27,",True,"3",263310,"$30,000"
31111,167403,288701,"same","26,",True,"3",263308,"$60,000"
31111,167403,288701,"sum","6,10,14,18,22,",True,"2",263308,"$60,000"
31321,168396,290429,"same","18,",False,"3",265227,"$299"
31321,168398,290429,"same","15,",False,"3",265229,"$329"
31321,168397,290429,"same","9,",False,"3",265228,"$499"
31321,168395,290429,"same","6,",False,"3",265226,"$549"
31328,168454,290436,"dif","9,12,",True,"2",265277,"$100"
31328,168447,290436,"same","12,",True,"3",265271,"$400"
31328,168448,290436,"same","9,",True,"3",265272,"$500"
31328,168449,290436,"same","6,",True,"3",265273,"$550"
31329,168459,290437,"same","9,",True,"3",265283,"$500"
31329,168460,290437,"same","6,",True,"3",265284,"$550"
31335,168518,290458,"same","8,",True,"2",265335,"0.00%"
31335,168510,290458,"same","11,",True,"2",265327,"0.25%"
31335,168511,290458,"avg","11,12,",True,"2",265328,"0.30%"
31335,168509,290458,"same","5,",True,"3",265326,"0.50%"
31335,168517,290458,"same","6,",True,"2",265334,"1.00%"
31335,168512,290458,"same","14,",True,"3",265329,"1.05%"
31373,168714,290538,"same","34,",True,"3",265550,"£0.3m"
31373,168713,290538,"same","35,",True,"2",265549,"£0.6m"
31496,169281,291483,"dif","41,45,",True,"2",266261,"$133 thousand"
31496,169281,291483,"same","49,",True,"2",266261,"$133 thousand"
31498,169285,291498,"dif","41,45,",False,"2",266266,"$1.5 million"
31525,169457,291605,"same","17,",True,"4",266469,"$0.02"
31525,169459,291605,"same","18,",True,"3",266471,"$0.04"
31525,169456,291605,"same","12,",False,"2",266468,"$1.4 million"
31525,169458,291605,"same","13,",False,"2",266470,"$2.7 million"
31526,169468,291606,"same","19,",True,"3",266477,"$0.03"
31526,169470,291606,"same","20,",True,"3",266479,"$0.24"
31526,169469,291606,"same","15,",False,"2",266478,"$13.4 million"
31526,169466,291606,"rat","9,10,",False,"3",266482,"17%"
31526,169467,291606,"same","14,",False,"2",266476,"$1.9 million"
31526,169465,291606,"same","10,",False,"2",266481,"$31.6 million"
31526,169464,291606,"same","9,",False,"2",266480,"$37.0 million"
31528,169479,291609,"same","25,",True,"3",266494,"0.0%"
31528,169477,291609,"same","17,",True,"3",266490,"43.2%"
31528,169476,291609,"same","10,",True,"3",266488,"56.8%"
31528,169478,291609,"same","2,",True,"3",266492,"683"
31528,169478,291609,"sum","9,16,",True,"2",266492,"683"
31530,169486,291668,"sum","11,18,",False,"3",266509,"13.9%"
31530,169485,291668,"same","4,",True,"3",266507,"35.6%"
31531,169489,291699,"same","31,",True,"2",266515,"30"
31531,169488,291699,"same","3,",True,"2",266513,"50"
31532,169491,291728,"same","11,",True,"3",266519,"12.4%"
31532,169490,291728,"same","4,",True,"3",266517,"32.8%"
31533,169494,291759,"same","10,",True,"3",266524,"31"
31533,169493,291759,"same","3,",True,"3",266523,"51"
31534,169498,291788,"sum","52,59,",False,"3",266527,"14.2%"
31534,169496,291788,"sum","10,17,24,",False,"2",266525,"1.7%"
31534,169497,291788,"sum","31,38,45,",True,"3",266526,"3.0%"
31535,169499,291818,"same","24,",True,"2",266541,"35.6%"
31535,169500,291818,"same","3,",True,"3",266542,"54.5%"
31536,169503,291847,"same","11,",True,"3",266548,"14.0%"
31536,169501,291847,"same","31,",True,"3",266543,"278"
31536,169501,291847,"sum","3,10,17,24,",True,"2",266543,"278"
31536,169504,291847,"same","25,",True,"3",266551,"5.0%"
31536,169502,291847,"same","4,",True,"3",266545,"73.4%"
31537,169506,291876,"same","11,",True,"3",266555,"4.6%"
31537,169507,291876,"same","32,",True,"2",266556,"68.4%"
31537,169505,291876,"same","4,",True,"3",266554,"7.2%"
31538,169509,291907,"same","3,",True,"3",266558,"35"
31538,169510,291907,"same","10,",True,"3",266559,"53"
31540,169517,291968,"same","25,",True,"3",266570,"11.0%"
31540,169516,291968,"same","18,",True,"3",266572,"3.4%"
31540,169513,291968,"same","4,",True,"3",266566,"44.0%"
31540,169515,291968,"same","11,",True,"3",266571,"7.6%"
31541,169518,291997,"same","11,",True,"3",266573,"18.8%"
31541,169520,291997,"same","25,",True,"3",266575,"2.5%"
31541,169519,291997,"same","18,",True,"3",266574,"3.9%"
31542,169524,292027,"same","17,",True,"3",266581,"10.9%"
31542,169522,292027,"same","10,",True,"3",266577,"14.9%"
31542,169523,292027,"same","3,",True,"4",266579,"70.3%"
31543,169525,292059,"same","9,",True,"3",266583,"$3,750"
31543,169526,292059,"same","2,",True,"3",266584,"$4,312"
31544,169528,292088,"same","11,",True,"3",266586,"0.0%"
31544,169529,292088,"same","18,",True,"3",266587,"13.4%"
31544,169527,292088,"same","4,",True,"3",266585,"36.6%"
31545,169531,292118,"same","10,",True,"3",266589,"13.9%"
31545,169530,292118,"same","3,",True,"3",266588,"86.1%"
31546,169535,292148,"same","25,",True,"3",266593,"0.0%"
31546,169532,292148,"same","4,",True,"3",266590,"1.3%"
31546,169534,292148,"same","18,",True,"3",266592,"83.1%"
31546,169533,292148,"same","11,",True,"3",266591,"9.7%"
31547,169540,292158,"same","4,",True,"2",266598,"1.5"
31547,169539,292178,"same","46,",True,"3",266597,"1.8"
31547,169538,292178,"same","25,",True,"3",266596,"18.1%"
31547,169537,292178,"same","18,",True,"3",266595,"31.6%"
31547,169536,292178,"same","11,",True,"3",266594,"44.7%"
31548,169542,292208,"same","11,",True,"3",266601,"14.0%"
31548,169541,292208,"same","4,",True,"3",266600,"17.0%"
31548,169543,292208,"same","18,",True,"3",266602,"64.7%"
31549,169546,292237,"same","17,",True,"3",266605,"3.0%"
31549,169544,292237,"same","3,",True,"3",266603,"41.4%"
31549,169545,292237,"same","10,",True,"3",266604,"55.7%"
31550,169550,292267,"same","10,",True,"3",266609,"20.9%"
31550,169549,292267,"same","3,",True,"3",266608,"25.3%"
31551,169553,292299,"same","24,",True,"3",266612,"2.1%"
31551,169551,292299,"same","10,",True,"3",266610,"46.8%"
31551,169552,292299,"same","17,",True,"3",266611,"8.4%"
31553,169556,292361,"same","4,",True,"3",266617,"$0"
31553,169557,292361,"same","11,",True,"3",266618,"$0"
31657,170096,292957,"same","4,",True,"3",267383,"18,200"
31657,170098,292957,"same","6,",True,"3",267384,"9,400"
31666,170140,292978,"same","8,",False,"2",267437,"$1.2 billion"
31666,170139,292978,"same","6,",True,"3",267436,"$973 million"
31667,170142,292981,"same","12,",True,"2",267439,"$389 million"
31667,170141,292981,"same","10,",True,"3",267438,"$474 million"
31670,170148,292991,"same","8,",True,"3",267449,"$405 million"
31670,170147,292991,"same","6,",True,"3",267448,"$442 million"
31671,170151,292994,"same","10,",True,"3",267450,"$336 million"
31671,170152,292994,"same","12,",True,"3",267451,"$63 million"
31672,170154,292997,"same","14,",True,"2",267453,"$187 million"
31672,170156,292997,"same","14,",True,"2",267455,"$205 million"
31672,170157,292997,"same","16,",True,"2",267456,"$21 million"
31672,170155,292997,"same","16,",True,"2",267454,"$52 million"
31674,170169,293004,"same","4,",True,"3",267484,"$1.4 billion"
31674,170168,293004,"same","2,",True,"3",267483,"$800 million"
31735,170402,293267,"dif","32,35,",True,"2",267765,"$12,617"
31735,170403,293267,"same","42,",True,"3",267766,"$22,917"
31752,170481,293290,"same","12,",False,"3",267835,"$14.9 million"
31752,170482,293290,"same","78,",False,"3",267836,"$1.5 million"
31752,170480,293290,"same","77,",False,"2",267834,"$4.7 million"
31755,170495,293299,"same","12,",False,"2",267849,"$14.9 million"
31755,170496,293299,"same","13,",False,"3",267850,"$18.0 million"
31759,170509,293311,"same","15,",False,"3",267863,"$31.3 million"
31759,170508,293311,"same","14,",False,"3",267862,"$32.1 million"
31760,170510,293314,"same","79,",False,"3",267864,"$11.0 million"
31760,170511,293314,"same","80,",False,"3",267865,"$5.4 million"
31776,170604,293386,"same","16,",True,"2",268002,"0.7"
31776,170601,293386,"same","14,",False,"2",267999,"14"
31776,170602,293386,"same","2,",False,"3",268000,"17"
31776,170603,293386,"same","10,",True,"3",268001,"26"
31776,170600,293386,"rat","10,14,",False,"2",267998,"47%"
31776,170600,293386,"rat","2,6,",False,"2",267998,"47%"
